aX,aY,aZ,gX,gY,gZ
0.028,0.013,0.985,-2.686,-14.587,6.287
0.035,-0.020,0.879,-3.052,-8.911,2.930
0.036,0.031,0.925,0.305,4.639,-2.136
0.030,0.081,1.060,1.465,5.127,-1.831
0.027,0.074,1.067,1.831,-3.052,-0.183
0.049,0.005,0.997,0.671,-5.493,-0.122
0.071,-0.027,0.942,-3.357,-3.357,-3.967
0.063,0.020,0.855,-4.822,1.160,-7.141
0.026,0.087,0.901,-3.113,11.780,-8.545
-0.037,0.138,1.089,-1.038,12.329,-5.127
-0.024,0.099,1.126,0.732,8.606,-0.671
0.012,0.045,1.102,2.136,-2.441,2.563
0.060,0.009,0.974,1.648,-5.676,0.427
0.042,0.039,0.941,-0.916,-6.104,-3.845
-0.029,0.095,0.986,-1.587,-4.883,-3.479
-0.037,0.079,1.045,1.587,-3.845,0.305
0.013,0.007,1.038,3.296,-5.676,0.610
0.018,0.009,0.974,1.404,-7.019,-3.784
-0.040,0.095,0.926,0.122,-4.578,-5.859
-0.068,0.111,0.964,-1.648,-1.099,-3.967
-0.062,0.092,1.023,-1.404,-2.258,-1.160
-0.028,0.056,1.023,-1.282,-4.822,1.770
0.004,0.018,0.991,-2.380,-8.850,2.747
0.004,0.038,0.911,-2.075,-6.287,0.366
-0.020,0.050,0.963,-1.282,3.235,-2.991
-0.043,0.068,1.088,-0.244,3.418,-2.869
-0.035,0.080,1.074,2.380,-4.822,0.061
-0.021,0.057,0.950,1.648,-7.812,1.343
-0.036,0.042,0.917,-2.930,-4.700,-0.122
-0.070,0.079,0.956,-4.700,-1.404,-1.221
-0.064,0.088,0.980,-3.723,0.916,0.366
-0.016,0.101,1.004,-1.648,0.366,2.502
0.006,0.068,1.010,-0.549,-0.549,4.883
0.013,-0.004,1.005,-0.854,-1.038,5.127
0.008,-0.003,1.007,-0.549,0.427,2.380
0.002,0.018,1.006,-0.671,2.319,-3.357
-0.021,0.087,0.982,-2.136,1.709,-4.211
-0.029,0.115,0.985,-2.991,0.488,-0.854
-0.039,0.057,1.009,-2.563,0.122,1.221
-0.038,0.026,1.001,-0.610,-0.183,0.366
-0.031,0.068,0.931,-0.366,0.793,-0.916
-0.025,0.071,0.940,-2.869,5.432,-1.221
-0.021,0.090,1.047,-3.418,6.958,-1.221
-0.016,0.096,1.107,0.000,2.441,1.221
0.016,0.042,1.068,1.343,-4.089,2.319
0.027,0.025,0.977,0.488,-10.376,2.075
0.023,0.030,0.901,-5.188,-12.817,-1.465
-0.023,0.086,0.864,-6.592,-7.935,-2.869
-0.043,0.109,0.932,-5.188,4.639,-1.465
-0.023,0.086,1.069,-3.174,6.531,0.977
0.003,0.051,1.090,0.000,2.319,2.258
0.010,0.045,1.046,0.488,-0.916,0.671
-0.010,0.071,1.011,-0.610,-4.517,-1.587
-0.030,0.100,0.981,-2.014,-4.761,-0.854
-0.019,0.075,0.996,-2.747,-3.174,1.587
0.007,0.050,1.014,-2.075,-3.052,1.343
-0.001,0.059,0.991,-1.343,-4.028,-0.427
-0.045,0.091,0.939,-1.465,-3.784,-1.160
-0.062,0.104,0.931,-1.953,-2.808,-1.465
-0.047,0.131,0.955,-1.953,0.671,-0.061
-0.020,0.115,1.005,-1.587,2.502,1.770
0.004,0.075,1.062,-2.075,1.526,3.845
0.009,0.062,1.099,-2.441,-1.831,3.113
0.001,0.070,1.061,-1.465,-7.568,2.014
0.010,0.061,0.999,-1.099,-7.080,1.465
0.014,0.036,1.015,0.549,-2.625,-1.526
-0.031,0.071,1.023,0.671,-2.686,-3.235
-0.053,0.103,0.992,0.122,-4.944,-2.197
-0.036,0.113,0.926,-0.488,-4.395,-0.122
-0.017,0.082,0.938,-0.854,-2.197,1.587
-0.006,0.036,1.021,0.244,2.808,0.916

-0.526,-1.088,1.185,-16.602,27.100,-5.005
-0.416,-1.148,1.264,-10.254,32.166,-12.939
-0.043,-1.222,1.461,-6.042,26.794,-18.555
0.117,-1.216,1.477,-5.310,-6.348,-41.321
0.118,-0.443,0.899,-5.127,-22.888,-57.007
-0.017,0.136,0.513,4.456,-7.812,-47.607
0.018,0.853,0.340,8.118,18.738,-14.038
0.345,0.893,0.548,-15.808,55.054,71.045
1.078,-0.004,0.846,-43.945,57.068,89.233
1.165,-0.626,0.851,-63.110,63.782,62.683
0.740,-0.038,1.587,-10.132,119.690,-121.704
0.287,1.217,2.104,39.734,131.042,-205.078
-0.227,2.020,2.336,48.035,31.372,-183.228
-0.959,1.665,1.502,16.174,-48.218,-126.648
-1.078,1.501,0.746,8.118,-127.563,-40.039
-0.742,1.192,-0.341,24.353,-116.699,3.113
-0.363,0.734,-0.431,20.569,-46.204,72.083
0.346,-0.088,0.017,7.507,-4.883,79.346
0.516,-0.247,0.500,-0.671,61.829,47.485
0.465,-0.100,1.523,1.160,69.519,24.902
0.305,0.066,1.770,4.517,20.508,2.502
0.068,0.231,1.373,4.150,-19.348,4.211
0.037,0.230,0.858,-0.122,-50.537,10.071
0.012,0.140,0.416,-12.634,-35.522,18.677
0.018,-0.116,0.504,-9.460,4.700,16.602
0.093,-0.156,0.864,7.385,56.335,0.061
0.154,0.073,1.099,5.676,51.575,-9.277
0.084,0.237,1.020,-5.249,37.964,-12.878
0.001,0.334,1.291,-4.089,36.987,-3.967
0.064,0.215,1.435,-1.526,2.380,23.376
0.257,-0.003,1.046,-5.371,-22.766,29.419
0.268,-0.079,0.768,-8.118,-32.776,26.611
0.119,-0.032,0.960,1.038,-1.953,3.601
0.045,0.049,1.195,7.263,10.803,-4.883
0.024,0.064,1.290,8.972,-1.160,-5.066
0.047,-0.002,1.030,5.005,-12.695,-5.371
0.027,0.035,0.886,-11.963,-18.677,-10.864
-0.082,0.179,0.823,-18.738,-11.963,-11.841
-0.115,0.236,0.896,-9.888,14.038,-3.662
-0.038,0.096,1.257,-0.244,23.560,2.380
0.024,0.036,1.336,8.118,10.742,3.235
0.020,0.082,1.112,7.568,-2.014,0.122
-0.017,0.137,0.997,5.310,-10.620,-1.587
-0.048,0.103,0.922,-0.671,-14.893,3.235
-0.017,0.054,0.910,-0.977,-13.672,5.920
0.022,-0.001,0.881,-1.404,-6.348,2.869
0.046,0.017,0.880,-1.099,2.441,-2.747
0.042,0.043,1.016,3.418,15.320,-9.888
0.012,0.140,1.196,4.761,8.545,-9.705
-0.010,0.186,1.147,3.906,-17.822,-0.427
-0.011,0.078,0.997,0.610,-27.222,4.639
-0.013,0.031,0.887,-7.446,-27.649,3.418
-0.040,0.062,0.745,-7.690,-17.639,0.610
-0.050,0.102,0.792,-4.761,2.441,0.122
-0.031,0.092,0.942,-3.418,7.629,1.953
0.002,0.067,1.026,3.784,15.564,0.000
0.045,0.013,1.156,6.653,16.846,-3.296
0.037,0.018,1.167,7.629,14.221,-6.714
0.014,0.074,1.107,3.723,-1.953,-8.423
-0.048,0.182,0.893,-1.038,-8.484,-5.005
-0.055,0.168,0.867,-6.836,-5.371,2.991
0.005,0.067,0.984,-7.690,-1.831,4.395
0.043,0.034,1.000,-5.493,0.183,1.282
0.064,0.033,0.909,-2.075,3.235,-1.282
0.048,0.079,0.910,4.089,15.625,-3.967
0.010,0.127,1.032,5.615,20.203,-3.052
0.006,0.106,1.130,5.188,20.752,-1.648
0.020,0.079,1.196,-0.183,5.127,0.305
0.041,0.055,1.048,-2.563,-6.592,0.183
0.025,0.080,0.907,-4.150,-15.015,-1.526
-0.001,0.095,0.812,-4.700,-9.460,-1.587
0.006,0.048,0.901,-2.380,6.531,-3.052
0.006,0.048,1.057,0.427,9.583,-5.371
-0.011,0.097,1.053,3.479,5.737,-6.226
-0.026,0.159,1.041,3.113,1.892,-3.967
-0.024,0.146,1.035,-2.014,-7.996,1.343
-0.033,0.067,0.983,-4.639,-11.169,2.563
-0.039,0.057,0.948,-5.493,-11.475,2.319
-0.034,0.107,0.915,-2.136,-3.662,0.366
-0.022,0.110,0.962,0.183,2.136,0.305
-0.015,0.104,1.018,1.770,6.348,0.793
-0.002,0.097,1.079,1.648,4.456,1.648
0.020,0.061,1.080,-0.244,-2.747,3.723
0.056,0.010,0.982,-1.038,-5.310,2.197
0.038,0.070,0.910,-1.648,-1.160,-3.601
-0.033,0.151,0.958,-1.770,5.371,-3.601
-0.042,0.152,1.090,1.526,10.254,0.793
0.023,0.081,1.195,2.502,3.723,3.723
0.059,0.028,1.122,2.197,-5.371,5.127
0.070,0.021,1.027,1.587,-14.709,0.488
0.033,0.066,0.923,1.709,-13.672,-2.319
-0.002,0.104,0.905,1.770,-6.104,-3.662
-0.042,0.134,0.972,1.892,-1.770,-1.221
-0.020,0.095,1.010,2.625,0.732,3.845
0.015,0.054,0.993,2.686,0.244,3.418
0.013,0.070,0.984,1.831,-0.732,-0.183
-0.017,0.097,0.972,-0.366,-1.343,-0.977
-0.025,0.101,0.995,-2.197,0.793,0.305
0.018,0.076,1.082,-0.732,1.587,1.831
0.048,0.044,1.098,0.977,0.061,2.563
0.049,0.039,1.073,1.770,-8.301,-0.732
-0.020,0.090,0.959,1.160,-11.597,-2.441
-0.044,0.104,0.916,0.488,-10.803,-1.587
-0.034,0.091,0.905,-0.122,-8.972,-0.366
-0.016,0.079,0.906,-1.892,-6.409,0.793
-0.008,0.041,0.878,-2.136,-3.845,0.305
-0.012,0.036,0.899,0.244,7.263,-2.991
-0.018,0.074,1.011,1.465,11.108,-4.578
-0.024,0.117,1.034,0.854,9.155,-4.211
-0.027,0.155,1.070,1.221,6.531,-1.343
-0.003,0.108,1.118,2.258,3.174,2.136
0.017,0.058,1.120,1.709,-10.315,4.089
0.004,0.047,0.937,-0.244,-16.235,2.747
-0.016,0.081,0.843,-5.249,-14.404,0.488
-0.034,0.077,0.818,-6.836,-6.836,0.366
-0.027,0.065,0.910,-4.395,10.681,-1.282
0.007,0.080,1.113,-2.625,13.977,-1.831
0.022,0.081,1.156,0.916,8.972,-1.648
0.016,0.073,1.141,2.991,3.784,-1.831

-0.436,-1.059,1.276,6.409,37.170,-1.404
-0.345,-1.206,1.332,6.592,34.058,-2.808
-0.052,-1.205,1.301,2.380,25.146,-7.935
0.099,-1.041,1.250,-8.301,5.127,-20.691
0.163,-0.428,0.856,-6.165,2.869,-24.048
0.130,-0.092,0.702,9.277,25.208,-14.099
0.320,0.358,0.861,10.681,28.931,-0.366
0.567,0.466,0.925,-10.559,-16.602,27.466
0.974,0.284,0.111,-22.095,-36.194,20.325
0.866,0.275,-0.428,-27.100,-10.620,-19.409
0.635,0.469,-0.017,-5.066,167.419,-152.771
-0.031,1.226,2.638,11.963,200.012,-195.374
-0.499,1.661,2.943,-0.061,30.884,-175.293
-1.142,2.213,1.151,-9.399,-65.857,-119.629
-1.016,1.954,0.292,12.939,-100.403,32.837
-0.044,0.387,-0.061,25.146,-67.383,87.341
0.390,-0.313,-0.002,20.203,-5.127,89.355
0.645,-0.429,0.256,14.221,20.386,55.969
0.532,-0.120,0.596,3.906,55.542,5.310
0.299,0.211,1.309,1.099,56.641,-0.305
0.265,0.075,1.535,-0.793,47.180,2.441
0.265,-0.103,1.562,-2.258,10.559,2.014
0.165,0.010,1.314,-1.953,-7.690,-5.371
0.043,0.195,1.116,-7.324,-38.879,-7.996
-0.102,0.300,0.714,-13.306,-43.152,-0.427
-0.060,0.179,0.647,-15.320,-14.465,11.536
0.151,-0.099,0.807,-10.681,7.751,9.766
0.179,-0.052,0.894,-1.343,33.325,-5.676
0.030,0.276,1.056,-0.427,36.682,-9.460
-0.018,0.313,1.208,-0.671,34.607,-5.676
0.059,0.044,1.377,-2.808,4.272,11.902
0.128,-0.024,1.258,-4.028,-19.775,15.503
0.168,-0.036,1.033,-7.263,-45.288,10.193
0.067,0.000,0.733,-5.737,-35.645,3.540
-0.010,0.043,0.858,2.930,0.610,-7.935
-0.059,0.055,1.124,3.357,7.263,-9.888
-0.049,0.027,1.103,0.366,3.540,-11.719
-0.092,0.167,0.986,1.038,2.930,-11.963
-0.118,0.236,1.001,-0.122,3.540,-1.709
-0.083,0.163,1.098,-2.747,1.892,4.822
-0.039,0.096,1.086,-2.563,0.000,8.545
0.024,0.052,0.954,2.319,-1.831,7.629
0.024,0.067,0.880,1.770,-0.732,6.042
0.023,0.082,0.901,1.221,11.658,3.540
0.069,0.093,1.229,2.014,12.939,3.296
0.108,0.054,1.287,-1.831,-16.724,6.042
0.140,-0.032,0.880,-6.653,-33.936,5.554
0.103,-0.030,0.632,-9.399,-21.545,-3.723
-0.021,0.084,0.810,-4.272,3.174,-9.094
-0.072,0.166,1.050,6.592,26.794,-9.155
-0.054,0.171,1.227,9.705,20.142,-3.479
-0.001,0.125,1.117,10.132,7.568,2.136
0.042,0.112,0.960,3.784,-7.507,6.287
0.047,0.059,0.900,-1.160,-4.761,6.287
0.030,0.017,0.963,-9.521,2.258,1.526
0.006,0.054,1.007,-9.277,2.686,-2.197
0.001,0.115,0.977,-0.671,0.549,-3.540
-0.003,0.165,0.904,2.136,0.183,-0.610
0.003,0.136,0.939,0.732,2.808,5.188
0.050,0.030,1.079,-0.366,2.502,5.737
0.066,0.020,1.088,-1.953,-1.160,4.089
0.060,0.052,1.041,-6.897,-13.184,0.183
0.007,0.129,0.903,-8.362,-15.991,0.549
-0.017,0.125,0.879,-4.944,-6.409,2.930
-0.012,0.080,1.044,-0.610,1.709,3.174
0.027,0.047,1.127,3.540,3.113,1.343
0.059,0.032,1.030,2.197,-1.404,-1.343
0.028,0.077,0.951,0.977,-0.916,-5.432
-0.059,0.168,0.982,1.526,3.723,-5.005
-0.073,0.156,1.072,3.052,7.874,-1.038
-0.027,0.102,1.139,3.174,4.028,0.366
0.005,0.093,1.090,2.075,-1.831,1.160
0.017,0.081,1.030,-2.014,-9.094,0.549
-0.021,0.103,0.963,-1.709,-8.606,-0.793
-0.049,0.143,0.955,1.831,-4.639,-0.183
-0.039,0.121,0.980,3.906,-3.296,2.625
-0.006,0.073,0.945,2.319,-3.906,4.700
0.008,0.076,0.874,-0.671,-1.343,2.991
-0.007,0.096,0.956,-1.526,6.348,1.587
-0.008,0.099,1.132,0.061,4.150,2.747
0.012,0.067,1.111,2.686,-8.789,4.883
0.046,0.035,0.906,2.563,-11.780,3.784
0.041,0.040,0.873,2.014,-9.033,1.282
0.026,0.068,0.937,2.625,2.319,-3.723
-0.013,0.137,1.109,2.869,2.502,-3.723
-0.010,0.146,1.116,3.052,-8.789,2.197
0.043,0.056,0.952,1.892,-15.381,4.883
0.047,0.039,0.840,-3.235,-14.709,2.930
0.007,0.047,0.803,-3.418,-5.188,0.488
-0.008,0.072,0.922,0.244,12.878,-2.747
0.002,0.085,1.119,1.160,11.963,-2.380
0.009,0.080,1.078,1.160,5.249,-1.770
0.001,0.091,0.977,-0.183,-5.188,-1.770
-0.043,0.137,0.892,-1.526,-3.906,-1.343
-0.043,0.123,0.946,-3.906,2.319,2.563
0.031,0.024,1.049,-3.906,2.930,3.357
0.066,0.013,1.029,-3.174,1.831,-1.526
0.025,0.085,0.949,-1.953,3.906,-5.066
-0.023,0.146,0.982,0.793,11.536,-6.653
-0.066,0.183,1.149,1.770,10.681,-3.296
-0.037,0.129,1.167,0.854,-4.333,5.432
0.039,0.047,0.986,-0.305,-10.986,5.920
0.045,0.052,0.914,-0.977,-11.841,3.662
0.025,0.079,0.900,-0.916,-1.892,-2.441
-0.038,0.114,1.047,-0.305,3.235,-3.357
-0.048,0.119,1.133,1.953,-0.122,-0.244
-0.014,0.115,1.049,2.563,-8.118,2.747
0.006,0.094,0.923,-0.610,-16.296,5.798
0.005,0.049,0.840,-2.686,-10.986,4.395
-0.008,0.061,0.907,-1.526,3.845,0.427
-0.003,0.084,1.029,0.000,6.226,0.671
0.017,0.070,1.030,2.747,2.380,1.831
0.041,0.064,0.969,3.357,0.671,0.549
0.028,0.078,0.958,2.747,0.244,-1.343
0.007,0.086,0.958,-2.197,-0.488,-3.052
-0.011,0.092,0.953,-4.517,-0.854,-2.747
0.003,0.106,0.963,-3.906,-0.183,-1.160
0.018,0.094,0.990,-2.747,-0.061,-0.427
0.013,0.088,1.002,-1.160,0.732,-1.160

-0.548,-1.009,1.344,-10.315,28.442,6.531
-0.507,-1.291,1.343,-24.170,23.193,20.081
-0.232,-1.834,1.318,-19.958,20.874,13.733
-0.091,-1.665,1.181,9.705,27.588,-35.156
-0.026,-0.325,1.016,27.710,41.931,-50.171
-0.012,0.395,1.194,52.917,54.138,0.122
0.275,0.760,1.547,42.908,23.865,50.415
0.583,0.297,1.453,-20.752,-97.656,99.976
1.133,-0.253,0.054,-47.607,-143.372,73.120
1.140,-0.022,-0.986,-53.406,-131.836,26.062
1.009,0.246,-1.302,-6.226,91.187,-82.336
0.668,1.070,1.020,14.038,201.660,-134.155
0.316,1.589,2.300,-3.601,176.941,-164.673
-0.614,1.820,2.948,-19.958,75.256,-142.090
-0.949,1.772,2.411,-1.892,-118.713,-66.589
-0.928,1.515,0.488,14.404,-171.448,-14.160
-0.639,1.027,-0.367,1.709,-149.353,78.552
0.006,-0.074,-0.623,-7.629,-81.299,91.492
0.202,-0.163,-0.027,12.878,56.152,59.387
0.378,0.056,1.271,24.231,81.055,44.617
0.414,-0.012,1.584,21.484,73.425,36.804
0.447,-0.110,1.628,4.761,23.376,21.240
0.416,-0.118,1.328,5.859,6.165,11.108
0.339,-0.106,1.190,7.629,-15.991,-2.991
0.127,-0.005,0.729,1.221,-24.170,-6.958
0.045,0.034,0.602,-5.554,-5.249,-11.230
-0.047,0.211,0.905,-3.723,11.536,-12.695
-0.060,0.265,1.071,-5.127,16.174,-5.554
-0.036,0.245,1.118,-4.211,10.193,1.404
0.020,0.121,1.118,4.578,-3.906,14.648
0.152,-0.040,0.863,5.249,-11.292,16.602
0.169,-0.097,0.758,3.174,-10.193,14.404
0.139,-0.092,0.813,1.648,14.465,-2.380
0.021,0.038,1.176,0.854,20.386,-9.827
-0.021,0.065,1.259,-2.014,4.822,-13.367
-0.056,0.060,1.110,-1.282,-4.944,-12.573
-0.058,0.116,1.013,3.418,-4.578,-9.705
-0.082,0.136,1.037,4.211,2.747,-7.263
-0.102,0.134,1.120,2.197,7.935,-4.333
-0.071,0.167,1.120,1.709,0.549,-0.732
-0.001,0.109,1.008,-4.028,-17.578,9.216
0.092,-0.040,0.787,-5.920,-15.015,9.460
0.075,-0.022,0.812,5.127,15.198,0.732
0.036,0.110,1.111,10.681,25.513,-2.075
0.049,0.102,1.194,11.658,23.987,-1.343
0.073,0.065,1.160,5.493,-0.854,3.296
0.112,-0.040,0.952,1.465,-10.498,4.333
0.121,-0.097,0.898,-3.967,-10.437,-1.099
0.070,-0.014,0.874,-3.967,-3.723,-6.714
0.020,0.073,0.930,-0.732,9.338,-11.780
-0.070,0.177,1.043,0.977,10.620,-9.460
-0.078,0.173,1.077,6.836,6.409,0.854
-0.003,0.071,1.037,7.324,1.526,5.188
0.058,0.019,0.980,1.648,-6.836,6.897
0.140,-0.050,0.929,-1.404,-8.118,4.272
0.135,-0.049,0.909,-2.808,-8.057,-0.244
0.098,-0.016,0.883,-2.136,-4.761,-9.155
-0.031,0.112,0.830,-3.723,-2.136,-10.559
-0.075,0.151,0.847,-7.874,10.376,-5.615
-0.022,0.131,1.109,-6.348,17.090,-1.343
0.038,0.082,1.232,0.732,10.559,4.944
0.071,0.017,1.178,3.418,-0.305,5.371
0.033,0.022,1.054,3.723,-13.184,1.709
-0.017,0.061,0.948,1.709,-10.559,-0.061
-0.006,0.031,0.986,-2.319,-2.075,-2.136
0.004,0.063,0.991,-3.052,-1.099,-3.601
-0.013,0.125,0.972,-2.563,-0.793,-3.784
0.028,0.082,1.036,0.488,-0.854,2.686
0.076,0.007,1.049,0.854,-4.211,5.127
0.105,-0.038,0.992,-1.221,-12.390,0.671
0.040,-0.004,0.875,-2.747,-10.132,-4.456
-0.024,0.074,0.912,-3.296,2.686,-10.376
-0.071,0.170,1.072,-2.441,6.165,-7.812
-0.023,0.117,1.125,1.953,2.502,1.648
0.054,0.004,1.021,2.930,-1.526,2.136
0.043,0.013,0.959,4.028,1.343,-3.357
-0.012,0.049,1.010,3.357,5.066,-5.798
-0.031,0.063,1.056,0.610,4.883,-7.263
-0.046,0.161,1.046,1.953,1.892,-5.066
-0.044,0.181,1.026,4.028,-1.343,-0.427
-0.025,0.146,1.007,3.174,-8.179,10.071
0.020,-0.016,0.906,1.282,-8.789,11.414
0.032,-0.060,0.914,1.343,1.160,3.418
0.045,0.041,1.043,1.953,4.578,-1.160
0.049,0.071,1.069,1.038,-1.221,-1.709
0.044,0.065,0.992,0.183,-5.920,0.122
0.026,0.046,0.937,-0.916,-6.409,1.770
-0.005,0.030,0.928,-0.305,-1.892,0.854
0.004,0.036,0.966,-0.427,4.883,-1.526
0.023,0.060,1.015,-0.854,4.883,-1.892
0.018,0.073,1.028,-0.244,3.662,-1.465
0.007,0.075,1.016,2.502,0.244,0.610
0.006,0.038,0.940,2.991,0.610,1.221
0.026,0.028,0.933,1.953,5.371,0.488
0.058,0.037,1.000,0.366,6.470,-0.122
0.055,0.043,1.051,-0.305,3.357,-0.610
0.026,0.053,1.074,0.793,-0.793,-0.916
0.010,0.050,1.020,0.977,-7.751,-1.099
-0.001,0.039,0.912,-0.122,-8.118,-0.977
0.008,0.041,0.888,-3.479,-4.333,-0.916
0.009,0.059,0.914,-4.395,-1.282,-1.038
-0.004,0.056,0.955,-4.089,1.526,-1.099
-0.018,0.049,0.995,-1.709,3.052,-1.648
-0.020,0.062,1.019,-1.282,1.526,-1.709
-0.004,0.056,1.011,-2.747,-2.502,-0.610
0.019,0.078,1.011,-3.845,-4.150,-0.244
0.014,0.077,1.041,-6.287,-8.423,1.465
0.007,0.057,1.044,-7.629,-12.085,2.136
0.017,0.040,0.992,-6.531,-12.695,1.953
0.052,-0.000,0.939,-3.784,-7.202,0.366
0.054,0.032,0.959,2.014,5.310,-4.089
0.010,0.091,1.022,2.808,8.545,-4.211
-0.020,0.099,1.052,3.235,10.010,-3.235
-0.003,0.098,1.129,5.005,7.385,0.244
0.043,0.053,1.102,3.174,0.610,2.563
0.082,0.007,1.024,-3.662,-11.841,2.075
0.080,0.002,0.967,-4.089,-11.536,-1.282
0.032,0.044,0.977,-1.465,-6.897,-7.202
-0.075,0.124,0.937,-0.305,-4.272,-7.385

