aX,aY,aZ,gX,gY,gZ
-0.866,0.283,0.976,-21.545,3.845,-3.113
-0.894,0.189,1.016,-15.808,-19.165,-0.244
-0.950,0.184,0.770,-9.888,-33.020,-1.892
-0.936,0.253,0.597,27.100,-34.180,-1.648
-0.913,0.399,0.478,45.105,-22.766,0.977
-0.904,0.440,0.551,50.598,-11.169,5.188
-0.844,0.401,0.810,14.771,-8.362,14.771
-0.822,0.284,0.842,-15.625,-20.508,19.226
-0.807,0.117,0.780,-53.162,-51.086,20.081
-0.804,-0.075,0.459,-50.781,-58.594,13.306
-0.802,0.025,0.272,-7.935,-43.579,-0.122
-0.796,0.228,0.134,19.165,-23.315,0.610
-0.788,0.234,0.235,41.077,15.198,9.155
-0.790,0.159,0.623,29.968,21.545,10.864
-0.805,0.134,0.748,-14.221,1.770,7.202
-0.834,0.084,0.651,-28.809,-12.512,4.395
-0.831,0.078,0.545,-18.738,-19.348,0.122
-0.816,0.101,0.426,-0.854,-12.024,0.000
-0.803,0.148,0.433,17.456,-2.014,0.549
-0.781,0.238,0.516,32.288,12.634,2.258
-0.782,0.215,0.579,24.048,14.038,4.211
-0.788,0.150,0.638,-10.010,3.540,5.798
-0.821,0.062,0.562,-22.339,-3.967,4.333
-0.816,0.076,0.503,-12.024,-2.136,1.343
-0.780,0.097,0.584,5.005,5.737,0.671
-0.776,0.113,0.670,28.503,12.207,0.000
-0.809,0.116,0.727,25.330,5.920,0.488
-0.827,0.089,0.663,-3.174,-15.930,-0.488
-0.839,0.120,0.398,-14.893,-20.996,-2.380
-0.835,0.166,0.340,-17.273,-16.907,-3.418
-0.812,0.189,0.541,0.549,5.737,-0.793
-0.810,0.169,0.698,9.033,11.475,1.526
-0.817,0.129,0.780,5.310,-3.235,4.272
-0.839,0.082,0.593,-1.160,-15.686,3.540
-0.836,0.093,0.448,-3.113,-20.935,0.854
-0.823,0.119,0.392,-0.854,-13.977,-0.305
-0.821,0.118,0.455,-0.610,-3.296,-2.991
-0.822,0.138,0.515,-2.075,-3.723,-3.967
-0.819,0.147,0.473,-5.005,-6.714,-3.906
-0.833,0.200,0.386,-4.211,-3.357,-3.540
-0.845,0.206,0.440,2.441,9.766,-0.183
-0.845,0.126,0.651,4.150,11.536,1.221
-0.844,0.078,0.694,2.869,7.324,1.526
-0.839,0.037,0.666,-2.991,-9.094,-1.526
-0.835,0.129,0.449,-3.174,-13.428,-4.456
-0.838,0.214,0.370,1.709,-3.967,-4.517
-0.836,0.245,0.446,1.526,4.456,-2.014
-0.841,0.213,0.540,-7.080,10.071,1.099
-0.855,0.125,0.609,-10.925,6.653,1.770
-0.855,0.090,0.593,-4.333,1.099,1.160
-0.841,0.108,0.627,4.944,1.099,0.427
-0.829,0.128,0.659,12.756,-2.686,-0.732
-0.827,0.160,0.631,7.690,-8.362,-1.282
-0.830,0.157,0.535,-8.545,-19.165,-0.061
-0.825,0.136,0.308,-11.902,-17.761,0.793
-0.816,0.124,0.286,-9.827,-10.376,1.099
-0.812,0.116,0.462,3.052,10.132,-0.122
-0.815,0.114,0.604,8.911,15.259,-0.610
-0.820,0.099,0.708,6.836,5.432,-1.038
-0.832,0.094,0.620,1.160,-4.761,-2.319
-0.838,0.136,0.493,-4.272,-11.597,-3.906
-0.830,0.179,0.416,-3.357,-6.409,-2.869
-0.831,0.183,0.471,-1.892,2.991,-0.916
-0.835,0.175,0.550,-2.197,2.686,0.305
-0.829,0.146,0.533,-2.014,-2.319,2.197
-0.828,0.128,0.465,-0.732,-2.808,2.075
-0.841,0.117,0.463,2.380,1.404,2.441
-0.848,0.101,0.524,3.662,2.747,2.258
-0.839,0.122,0.535,4.272,2.136,1.526
-0.828,0.143,0.533,-0.122,-0.244,0.244
-0.841,0.147,0.547,-3.235,-0.366,-0.366
-0.853,0.147,0.568,-3.906,-0.854,-0.549
-0.840,0.144,0.573,-1.648,-2.563,0.061
-0.826,0.148,0.522,1.343,-5.798,0.671
-0.817,0.155,0.429,0.366,-4.578,1.038
-0.822,0.138,0.431,-1.648,2.563,2.258
-0.833,0.119,0.502,-0.061,6.165,2.136
-0.834,0.136,0.559,2.808,7.874,0.793
-0.837,0.150,0.634,2.075,4.395,0.854
-0.837,0.133,0.622,-0.122,-0.977,1.160
-0.829,0.104,0.513,-5.310,-9.583,1.221
-0.824,0.104,0.479,-5.615,-9.460,0.916
-0.818,0.111,0.474,-2.869,-3.540,0.183
-0.818,0.130,0.478,-1.160,-0.610,0.183
-0.818,0.130,0.495,2.014,4.517,0.183
-0.820,0.109,0.578,2.747,5.554,-0.183
-0.822,0.095,0.614,3.174,1.770,-1.526
-0.830,0.112,0.593,3.113,-1.892,-2.136
-0.834,0.135,0.549,3.052,-6.287,-2.258

